Genus,average,overall,sd,ratio,ava,avb,ord,cusum,p,cumulative
Desulfoluna,5.147329485468246e-6,0.7244038803945835,1.5218001730888999e-5,0.33823951242037026,6.5933333333333335e-6,3.954903846153849e-6,6635,0.9926775814592982,0.986,0.7197325495438904
JAAYDF01,5.141670794146493e-6,0.7244038803945835,9.5090288636964e-6,0.540714605860161,1.0283333333333335e-5,0,1580,0.9952403312554942,0.531,0.7197376912146846
JAKALO01,5.136673809000321e-6,0.7244038803945835,1.32725945753839e-5,0.38701353980382136,1.0273333333333332e-5,0,2142,0.9982306243594763,0.995,0.7197428278884935
BQJD01,5.136669783748453e-6,0.7244038803945835,1.213607810253221e-5,0.4232561574135453,1.0273333333333332e-5,0,1799,0.9793570924971993,0.804,0.7197479645582773
JACTMJ01,5.13571415717607e-6,0.7244038803945835,1.3445376509411125e-5,0.38196878708315185,1.0271433333333331e-5,0,908,0.7951787547910769,0.995,0.7197531002724344
JADJHU01,5.135007232094325e-6,0.7244038803945835,1.0616149391007126e-5,0.48369771778495857,1.027e-5,0,2299,0.9544441704600095,0.024,0.7197582352796665
CALZIK01,5.122973080972116e-6,0.7244038803945835,1.287270162854297e-5,0.3979718654872585,1.0245933333333335e-5,0,3135,0.9411999761066415,0.99,0.7197633582527475
Pelatocladus,5.115399432997537e-6,0.7244038803945835,2.6786865127138077e-5,0.1909667073290733,3.1066666666666677e-6,7.243615384615389e-6,3144,0.9995047597980292,0.451,0.7197684736521806
Sinimarinibacterium,5.114186274265326e-6,0.7244038803945835,1.052384949940777e-5,0.48596155566013444,8.6e-6,1.959134615384614e-6,4045,0.9998225964026707,0.703,0.7197735878384548
JAKIYB01,5.1050026390280954e-6,0.7244038803945835,9.568787004931729e-6,0.5335057240167421,1.021e-5,0,4028,0.9983126429509548,0.952,0.7197786928410939
Lunatimonas,5.10497332850058e-6,0.7244038803945835,2.5314899499559518e-5,0.20165884239790904,3.6925000000000002e-6,6.659461538461542e-6,8930,0.9999999999999967,0.3,0.7197837978144224
JAGPCH01,5.096016845650562e-6,0.7244038803945835,2.686093868471904e-5,0.18971849440800231,2.8233333333333335e-6,7.477288461538468e-6,4409,0.9999999999999967,0.885,0.719788893831268
Flaviramulus,5.086553254860016e-6,0.7244038803945835,2.674466838196177e-5,0.1901894307386775,3.046666666666667e-6,7.243615384615389e-6,8842,0.9999999999999967,0.3,0.7197939803845228
JAEXOD01,5.08551811231796e-6,0.7244038803945835,2.7229703565583695e-5,0.18676362377832398,2.6799999999999998e-6,7.59411538461539e-6,3771,0.9999999999999967,0.667,0.7197990659026351
RGIG5270,5.085334825955119e-6,0.7244038803945835,1.367097318996978e-5,0.37198045488715936,1.0170666666666669e-5,0,6721,0.9999999999999967,0.001,0.719804151237461
VGZC01,5.085005269784896e-6,0.7244038803945835,1.11914564020401e-5,0.45436492687921715,1.0170000000000001e-5,0,2174,0.9749837614657393,0.774,0.7198092362427307
CALGGB01,5.0803912616175015e-6,0.7244038803945835,1.148324543847684e-5,0.4424177196974878,1.0160766666666664e-5,0,1391,0.9407282785439096,0.964,0.7198143166339923
JACQEL01,5.069903346325508e-6,0.7244038803945835,1.4249382689377151e-5,0.35579810415963475,1.0139800000000004e-5,0,2755,0.7861361159873891,0.808,0.7198193865373387
Pollutimonas,5.063336255680011e-6,0.7244038803945835,9.371979368454618e-6,0.5402632738098873,1.0126666666666667e-5,0,3547,0.999538657909661,0.868,0.7198244498735944
JAGROY01,5.058337500785076e-6,0.7244038803945835,1.0225769923807746e-5,0.49466568664020116,1.0116666666666667e-5,0,6472,0.9971541794093731,0.82,0.7198295082110951
JAICWY01,5.05483381556879e-6,0.7244038803945835,1.544410764711703e-5,0.3272985355364563,1.0109666666666667e-5,0,744,0.9775492416876587,0.001,0.7198345630449107
JANQLU01,5.054645243450616e-6,0.7244038803945835,2.581177324626263e-5,0.1958271210282887,0,1.0109288461538462e-5,7561,0.9986254245564911,0.55,0.7198396176901541
Aeoliella,5.051672974553425e-6,0.7244038803945835,1.1693006803462922e-5,0.43202514626583094,1.0103333333333332e-5,0,6913,0.9337834558865914,0.999,0.7198446693631287
JAJPKI01,5.04539776331151e-6,0.7244038803945835,1.44235930529887e-5,0.34980172726559683,1.00908e-5,0,765,0.9619420182158761,0.664,0.7198497147608921
ZC4RG39,5.038625998285088e-6,0.7244038803945835,1.3594728342643679e-5,0.37063087038525255,7.479999999999999e-6,2.8849423076923088e-6,6527,0.9754576653269789,0.181,0.7198547533868904
JALHLM01,5.0366707897772326e-6,0.7244038803945835,1.0822924490108844e-5,0.4653705931682593,1.0073333333333336e-5,0,903,0.9635450664407295,0.994,0.7198597900576802
Palsa-1033,5.034997243763957e-6,0.7244038803945835,1.2103400338805893e-5,0.41599857088266023,1.007e-5,0,6166,0.9694620104119553,0.381,0.719864825054924
JARGOG01,5.021202394331212e-6,0.7244038803945835,1.360712791616441e-5,0.36901265463715827,1.0042400000000002e-5,0,7436,0.9818576626061432,0.05,0.7198698462573183
AC-50,5.015628877231545e-6,0.7244038803945835,1.625242325457221e-5,0.3086080640817993,1.0031266666666667e-5,0,949,0.22920456234980083,0.297,0.7198748618861955
CAHJXF01,5.014993480357467e-6,0.7244038803945835,1.178691514569807e-5,0.4254712465786957,1.003e-5,0,6232,0.9795416834639947,0.995,0.7198798768796759
JAKQDH01,5.013343093798372e-6,0.7244038803945835,9.623765948393259e-6,0.5209336054806464,1.0026666666666665e-5,0,79,0.9633164163878515,0.761,0.7198848902227697
41T-STBD-0c-01a,5.00000842541039e-6,0.7244038803945835,1.0641043199474703e-5,0.46987953452319564,1e-5,0,5661,0.9323042240817981,1,0.7198898902311951
JAEINY01,4.998572486071847e-6,0.7244038803945835,2.5995357906297075e-5,0.19228711926528239,3.1066666666666677e-6,7.009961538461539e-6,7790,0.9999999999999967,0.471,0.7198948888036811
JAEINX01,4.996547674679267e-6,0.7244038803945835,2.3135281059857982e-5,0.21597090874978717,3.7100000000000005e-6,6.425788461538456e-6,6706,0.9999999999999967,0.568,0.7198998853513559
JAJZHX01,4.996076928241975e-6,0.7244038803945835,1.874522956506894e-5,0.26652524637798963,9.992166666666666e-6,0,6379,0.9999999999999967,0.995,0.7199048814282841
UBA3789,4.990223126325096e-6,0.7244038803945835,1.9882211525460064e-5,0.25098933888390085,3.3408333333333333e-6,6.896596153846157e-6,7105,0.9999999999999967,0.301,0.7199098716514104
JAPJRA01,4.9880013945931095e-6,0.7244038803945835,1.1779104408427273e-5,0.42346185428363137,9.975999999999999e-6,0,1877,0.9780803653973313,0.452,0.719914859652805
BQJR01,4.986665593337652e-6,0.7244038803945835,1.0424448388508527e-5,0.478362538475872,9.973333333333335e-6,0,7720,0.9885348045472461,0.746,0.7199198463183983
CADCWL01,4.986664655810527e-6,0.7244038803945835,1.0724171532239772e-5,0.46499299650506887,9.973333333333333e-6,0,1734,0.9794803504387124,0.916,0.7199248329830541
JAAXGX01,4.98666398899797e-6,0.7244038803945835,1.0547181859687986e-5,0.47279586673832974,9.973333333333337e-6,0,50,0.9499775876453422,0.934,0.7199298196470431
Gp1-AA142,4.986538679198832e-6,0.7244038803945835,1.866751522740318e-5,0.26712385759186574,9.973066666666668e-6,0,269,0.7433631986134477,0.001,0.7199348061857223
Cypionkella,4.981820680976426e-6,0.7244038803945835,1.358870370384032e-5,0.3666148581610847,9.963633333333334e-6,0,1876,0.992014713547708,1,0.7199397880064032
Spyradosoma,4.976668028760661e-6,0.7244038803945835,1.289536177019508e-5,0.385926980370817,9.953333333333332e-6,0,6733,0.9999999999999967,0.001,0.719944764674432
20CM-2-65-7,4.9748971861570486e-6,0.7244038803945835,1.609593408067088e-5,0.30907788024127486,9.949800000000003e-6,0,3726,0.9321465783196096,0.751,0.7199497395716182
DYMG01,4.9653856290062725e-6,0.7244038803945835,3.5471316924115315e-5,0.1399831204358397,0,9.930769230769241e-6,5215,0.9999999999999967,0.645,0.7199547049572472
Leptotrichia_A,4.9653856290062725e-6,0.7244038803945835,3.5471316924115315e-5,0.1399831204358397,0,9.930769230769241e-6,9064,0.9999999999999967,0.23,0.7199596703428762
Novispirillum,4.963332987172183e-6,0.7244038803945835,9.294227045737384e-6,0.53402321276932,9.926666666666666e-6,0,3646,0.999327467867128,0.01,0.7199646336758634
JASJBI01,4.956667038557561e-6,0.7244038803945835,9.187751555777168e-6,0.5394864030080196,9.913333333333334e-6,0,1542,0.9988800510594193,0.969,0.719969590342902
AC-35,4.956166417892537e-6,0.7244038803945835,1.4260796191044539e-5,0.3475378479221867,9.912333333333333e-6,0,3620,0.9833462459925134,0.263,0.7199745465093199
DAIDJM01,4.950001124078128e-6,0.7244038803945835,1.0541878369412305e-5,0.46955589417923477,9.900000000000002e-6,0,6003,0.9799878637996272,0.061,0.719979496510444
JAAYGT01,4.949999101770923e-6,0.7244038803945835,1.1267282381753525e-5,0.43932502391056216,9.900000000000002e-6,0,6705,0.9999999999999967,0.001,0.7199844465095457
Thermogemmatispora,4.948341998920268e-6,0.7244038803945835,1.1159762569443664e-5,0.44340925428550154,9.896666666666666e-6,0,3982,0.9998926563397732,0.658,0.7199893948515447
Afifella,4.946663488303215e-6,0.7244038803945835,1.0737363446305113e-5,0.4606962885293257,9.893333333333332e-6,0,16,0.9790442045407811,0.927,0.7199943415150329
Serinicoccus,4.9450045932032135e-6,0.7244038803945835,9.8667256444128e-6,0.5011799021698151,9.89e-6,0,254,0.9730870553546079,0.646,0.7199992865196262
JAAYDY01,4.9450035418870215e-6,0.7244038803945835,1.0587823825359009e-5,0.4670462621453137,9.889999999999998e-6,0,1389,0.9501443875091832,0.673,0.7200042315231681
JACDCH01,4.92831894881603e-6,0.7244038803945835,1.1917535255771127e-5,0.413535084482294,7.733333333333333e-6,2.420749999999997e-6,2632,0.9856903130998685,0.978,0.7200091598421169
DYKB01,4.923048209820636e-6,0.7244038803945835,3.049947231526363e-5,0.16141420936508694,1.37e-6,8.528788461538462e-6,7467,0.9924380722606783,0.649,0.7200140828903268
Chiayiivirga,4.922534520003846e-6,0.7244038803945835,1.525534076367758e-5,0.322676143146158,9.845066666666667e-6,0,2927,0.6719256545430368,0.985,0.7200190054248468
JABGXB01,4.919682838272982e-6,0.7244038803945835,3.129010858502891e-5,0.157228052593811,1.12e-6,8.762442307692305e-6,8181,0.9999999999999967,0.388,0.720023925107685
Clostridium_H,4.918231596614017e-6,0.7244038803945835,2.9362480135293406e-5,0.16750055083740534,0,9.836461538461541e-6,4149,0.9999999999999967,0.651,0.7200288433392816
Avigastranaerophilus,4.911202378171806e-6,0.7244038803945835,2.12269196604561e-5,0.23136670118561517,4.140000000000001e-6,5.841634615384618e-6,6692,0.9999999999999967,0.235,0.7200337545416599
JAHILC01,4.907806064326372e-6,0.7244038803945835,2.6835958079326154e-5,0.1828817160102527,2.5533333333333327e-6,7.3604615384615475e-6,5359,0.9999999999999967,0.836,0.7200386623477242
SHXO01,4.903789069612632e-6,0.7244038803945835,1.67422466233172e-5,0.2928991060723622,5.840000000000001e-6,4.192192307692305e-6,3950,0.9721732078079033,0.967,0.7200435661367938
Arhodomonas,4.901669375821636e-6,0.7244038803945835,9.089855432530344e-6,0.5392461312728665,9.803333333333333e-6,0,2613,0.9881477200553912,0.073,0.7200484678061696
JADKJW01,4.90052150044829e-6,0.7244038803945835,1.5254096241899043e-5,0.32125937995512505,9.80103333333333e-6,0,1671,0.9548886990406519,0.868,0.7200533683276701
Nitrosocosmicus,4.889484910542442e-6,0.7244038803945835,2.1591441163340966e-5,0.2264547731461323,3.973333333333334e-6,5.958461538461537e-6,5035,0.9993039220829599,0.902,0.7200582578125806
JAFGFO01,4.886676276131811e-6,0.7244038803945835,9.623976086203902e-6,0.5077606420008594,9.773333333333332e-6,0,3407,0.957415934404114,0.647,0.7200631444888568
Confluentibacter,4.8817359237595795e-6,0.7244038803945835,2.520656460371327e-5,0.19366922865166775,3.1066666666666677e-6,6.7762884615384624e-6,5288,0.9918862995985919,0.445,0.7200680262247805
Parahaliea,4.859997511112455e-6,0.7244038803945835,1.1450757249174761e-5,0.4244258615702212,9.72e-6,0,4956,0.9994717917593982,0.976,0.7200728862222916
JAFLBD01,4.859474664380271e-6,0.7244038803945835,2.617746350145877e-5,0.18563581089930548,9.71886666666667e-6,0,6594,0.9999999999999967,0.001,0.7200777456969559
Actinomyces,4.8553221599131756e-6,0.7244038803945835,1.5061510022989647e-5,0.3223662270583819,7.667033333333335e-6,2.3220000000000012e-6,1687,0.9864784132289066,0.817,0.7200826010191158
GMQP-bins7,4.841843421647896e-6,0.7244038803945835,2.3247598101330862e-5,0.20827284610407618,9.683700000000002e-6,0,8292,0.9939537108987976,0.898,0.7200874428625375
JAQULY01,4.8400023780364285e-6,0.7244038803945835,8.896469389516982e-6,0.5440363099253251,9.679999999999999e-6,0,3882,0.9988465372227809,0.716,0.7200922828649154
JACRMA01,4.829401646333264e-6,0.7244038803945835,1.1894629473803809e-5,0.40601530774618233,9.6588e-6,0,5870,0.996207438338754,0.993,0.7200971122665618
B1T1B5,4.827221214850405e-6,0.7244038803945835,3.448430924972065e-5,0.13998312043584024,0,9.654442307692304e-6,6421,0.9999999999999967,0.517,0.7201019394877767
ATN2,4.8150033015833114e-6,0.7244038803945835,9.744966733983422e-6,0.4941015637120699,9.63e-6,0,3051,0.9869935062002652,0.035,0.7201067544910783
Variovorax_A,4.800337499189323e-6,0.7244038803945835,3.429225955417669e-5,0.13998312043583774,0,9.60067307692307e-6,8225,0.9999999999999967,0.508,0.7201115548285775
PNC22,4.793332176924042e-6,0.7244038803945835,1.0524123749533127e-5,0.4554614038186965,9.58666666666667e-6,0,840,0.9691120829757012,0.999,0.7201163481607544
WC36,4.790135593231161e-6,0.7244038803945835,3.421938001036883e-5,0.13998312043583783,0,9.580269230769235e-6,8549,0.9999999999999967,0.597,0.7201211382963476
S140-20,4.790007619738427e-6,0.7244038803945835,1.01786405068639e-5,0.4705940460819219,9.580000000000001e-6,0,1968,0.9719458964944465,0.652,0.7201259283039674
Parasulfuritortus,4.781672429293322e-6,0.7244038803945835,1.011971622661653e-5,0.4725105252177656,9.56333333333333e-6,0,7525,0.9994840209666529,0.937,0.7201307099763967
YN15,4.781665707325278e-6,0.7244038803945835,1.12746178781577e-5,0.42410889300193416,9.563333333333334e-6,0,5405,0.9754329626128218,1,0.720135491642104
Acherontichlamydia,4.7750040650328435e-6,0.7244038803945835,1.105218914722409e-5,0.4320414717325166,9.55e-6,0,5113,0.9999999999999967,0.012,0.720140266646169
NORP324,4.775003592128403e-6,0.7244038803945835,1.0523821718570668e-5,0.4537328472319405,9.549999999999998e-6,0,4178,0.9992591082977682,0.84,0.7201450416497611
VFJN01,4.766664956119e-6,0.7244038803945835,9.90454907026591e-6,0.4812601686662175,9.533333333333332e-6,0,1646,0.9747064920293061,0.078,0.7201498083147172
CADDZH01,4.766134881430467e-6,0.7244038803945835,1.4768943200263628e-5,0.32271333275527736,9.532266666666665e-6,0,4568,0.937407349766619,0.01,0.7201545744495986
JABSOG01,4.764908976833889e-6,0.7244038803945835,2.4420884306531887e-5,0.19511615210262523,3.1066666666666677e-6,6.54263461538462e-6,5700,0.9955423015836367,0.617,0.7201593393585755
JACCYK01,4.761663386047951e-6,0.7244038803945835,8.791770767274621e-6,0.5416045882101665,9.523333333333334e-6,0,6312,0.9956830058339189,0.506,0.7201641010219615
JAEUHX01,4.76000512705032e-6,0.7244038803945835,9.262970443167229e-6,0.5138745887461519,9.519999999999997e-6,0,503,0.9558147673410216,0.904,0.7201688610270885
JAACFE01,4.751788521589426e-6,0.7244038803945835,3.394543932721863e-5,0.1399831204358365,0,9.503576923076925e-6,8252,0.9999999999999967,0.263,0.7201736128156101
JACDEG01,4.748484021875524e-6,0.7244038803945835,1.3115829484444172e-5,0.3620422198616862,9.496966666666666e-6,0,528,0.951241479331391,0.956,0.720178361299632
JAKBEL01,4.745156535531427e-6,0.7244038803945835,1.504070352464372e-5,0.31548767168747377,9.490300000000001e-6,0,5486,0.9982801528952805,0.995,0.7201831064561675
Chishuiella,4.744680673402828e-6,0.7244038803945835,1.8123203636498762e-5,0.2618014324932817,5.755833333333335e-6,3.954903846153849e-6,6929,0.9999999999999967,0.835,0.7201878511368408
JAHFUA01,4.744154820437888e-6,0.7244038803945835,1.7804679720391935e-5,0.26645549905648375,9.488299999999997e-6,0,4716,0.8341528632494625,0.051,0.7201925952916612
JACCXN01,4.739786650124506e-6,0.7244038803945835,2.9253768248462377e-5,0.16202311476141665,1.3533333333333334e-6,8.178288461538456e-6,5293,0.9999999999999967,0.642,0.7201973350783114
JABMQB01,4.735698683646037e-6,0.7244038803945835,2.964461651329974e-5,0.15974902834453655,1.2233333333333336e-6,8.295115384615377e-6,3760,0.9955370190705076,0.647,0.720202070776995
Clostridium_AS,4.733729500669898e-6,0.7244038803945835,2.4075509649469368e-5,0.19662011602625537,3.163333333333335e-6,6.425788461538456e-6,5186,0.9999999999999967,0.449,0.7202068045064958
CG2-30-32-10,4.731722119768315e-6,0.7244038803945835,3.3802090602324714e-5,0.1399831204358376,0,9.463442307692314e-6,5959,0.9999999999999967,0.638,0.7202115362286156
Enterococcus_D,4.720472079384342e-6,0.7244038803945835,2.36355638115834e-5,0.19971903852240314,0,9.440942307692304e-6,6903,0.9999999999999967,0.565,0.7202162567006949
JAMDEL01,4.7197901429951605e-6,0.7244038803945835,2.542499811933059e-5,0.18563581089930192,9.439500000000002e-6,0,5763,0.99855011459554,1,0.7202209764908379
Stigonema,4.718736216749009e-6,0.7244038803945835,2.1867665055058722e-5,0.21578601121190152,3.496666666666666e-6,6.075288461538459e-6,5556,0.9999999999999967,0.636,0.7202256952270547
UBA8260,4.714904000655272e-6,0.7244038803945835,1.3704072006303563e-5,0.34405131544014966,9.429799999999999e-6,0,3082,0.9851245258151092,0.05,0.7202304101310554
Vibrio,4.7039586381852904e-6,0.7244038803945835,2.533971551823747e-5,0.18563581089928824,9.407933333333335e-6,0,6164,0.9832442697443357,0.982,0.7202351140896935
Mobilitalea,4.702470702753622e-6,0.7244038803945835,2.930061278168669e-5,0.1604905241330903,1.2566666666666664e-6,8.196596153846155e-6,9090,0.9861732855827385,0.963,0.7202398165603963
Gp13-AA74,4.700087918045239e-6,0.7244038803945835,1.7210411189572984e-5,0.27309562021927813,9.400166666666663e-6,0,216,0.9476474318789713,0.799,0.7202445166483143
Spirosoma,4.689996596620519e-6,0.7244038803945835,9.788249573481839e-6,0.4791455879227456,9.38e-6,0,4995,0.9829339809558915,1,0.720249206644911
CAIYPG01,4.688972886471938e-6,0.7244038803945835,1.249076182457054e-5,0.37539526830527453,9.377933333333332e-6,0,2901,0.9899944603589478,0.999,0.7202538956177975
AM-1111,4.679973007873414e-6,0.7244038803945835,2.4284910790138394e-5,0.1927111467822997,2.9299999999999995e-6,6.54263461538462e-6,3938,0.9999999999999967,0.427,0.7202585755908054
JABJCP01,4.673308646305471e-6,0.7244038803945835,3.338480119428009e-5,0.13998312043583958,0,9.346615384615392e-6,3746,0.9999999999999967,0.595,0.7202632488994517
CALCID01,4.665009201205853e-6,0.7244038803945835,9.396095510370537e-6,0.4964837996864814,9.33e-6,0,1429,0.9904506977106539,0.245,0.7202679139086529
Leekyejoonella,4.66374769760676e-6,0.7244038803945835,1.345731073892316e-5,0.34655866897073284,9.3275e-6,0,1457,0.9819495459627883,0.387,0.7202725776563504
UBA9628,4.661679089178175e-6,0.7244038803945835,9.74137454462109e-6,0.4785442822083277,9.323333333333333e-6,0,2973,0.9999999999999967,0.967,0.7202772393354396
UBA6659,4.6600053027333385e-6,0.7244038803945835,9.75457259221927e-6,0.4777252164231562,9.32e-6,0,5076,0.9831587537107151,0.783,0.7202818993407424
JAUIEE01,4.658335143076443e-6,0.7244038803945835,8.580234940111637e-6,0.542914637604997,9.316666666666668e-6,0,7523,0.9989047692227749,0.961,0.7202865576758855
